Genome ID,Genome Name,Other Names,Family,Genus,Species,Strain,Serovar,Segment,Subtype,H5 Clade,Clade,Subclade,Completion Date,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Size,GC Content,Collection Date,Collection Year,Geographic Group,Geographic Location,Host Name,Host Common Name,Host Group,Date Inserted,Date Modified
11320.58842,Influenza A virus A/Skunk/USA/24-006483-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019181,,SRR28752522,,982,50,2024,2024,North America,USA,Skunk,Skunk,Nonhuman Mammal,2024-06-09T21:02:32.182Z,2024-06-09T21:02:32.182Z
11320.58842,Influenza A virus A/Skunk/USA/24-006483-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019181,,SRR28752522,,1497,47.49499,2024,2024,North America,USA,Skunk,Skunk,Nonhuman Mammal,2024-06-09T21:02:31.338Z,2024-06-09T21:02:31.338Z
11320.58842,Influenza A virus A/Skunk/USA/24-006483-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019181,,SRR28752522,,2151,44.351463,2024,2024,North America,USA,Skunk,Skunk,Nonhuman Mammal,2024-06-09T21:02:31.742Z,2024-06-09T21:02:31.742Z
11320.58842,Influenza A virus A/Skunk/USA/24-006483-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019181,,SRR28752522,,838,45.942722,2024,2024,North America,USA,Skunk,Skunk,Nonhuman Mammal,2024-06-09T21:02:31.661Z,2024-06-09T21:02:31.661Z
11320.58842,Influenza A virus A/Skunk/USA/24-006483-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019181,,SRR28752522,,2274,42.436237,2024,2024,North America,USA,Skunk,Skunk,Nonhuman Mammal,2024-06-09T21:02:32.092Z,2024-06-09T21:02:32.092Z
11320.58842,Influenza A virus A/Skunk/USA/24-006483-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019181,,SRR28752522,,2280,45.2193,2024,2024,North America,USA,Skunk,Skunk,Nonhuman Mammal,2024-06-09T21:02:31.835Z,2024-06-09T21:02:31.835Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,982,49.796333,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.004Z,2024-06-09T21:02:32.004Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,1704,41.725353,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.510Z,2024-06-09T21:02:32.510Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,1497,47.42819,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.265Z,2024-06-09T21:02:32.265Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,1410,43.90071,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.347Z,2024-06-09T21:02:32.347Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,838,45.823387,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.432Z,2024-06-09T21:02:32.432Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,2151,44.258484,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.584Z,2024-06-09T21:02:32.584Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,2280,45.350876,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.663Z,2024-06-09T21:02:32.663Z
11320.58843,Influenza A virus A/Cattle/USA/24-008749-006-v/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019203,,SRR28752527,,2274,42.30431,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:32.743Z,2024-06-09T21:02:32.743Z
11320.58845,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,1704,41.90141,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:36.970Z,2024-06-09T21:02:36.970Z
11320.58845,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,1410,43.90071,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:33.950Z,2024-06-09T21:02:33.950Z
11320.58845,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,982,49.592667,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:36.398Z,2024-06-09T21:02:36.398Z
11320.58845,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,838,45.584724,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:34.028Z,2024-06-09T21:02:34.028Z
11320.58845,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,1497,47.49499,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:34.107Z,2024-06-09T21:02:34.107Z
11320.58845,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,2151,44.211994,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:34.264Z,2024-06-09T21:02:34.264Z
11320.58846,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,2274,42.436237,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:34.183Z,2024-06-09T21:02:34.183Z
11320.58846,Influenza A virus A/Cattle/USA/24-009110-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019256,,SRR28752597,,2280,45.438595,2024,2024,North America,USA,Cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:34.421Z,2024-06-09T21:02:34.421Z
11320.58846,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,1704,42.077465,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.217Z,2024-06-09T21:02:35.217Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,1410,43.61702,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.133Z,2024-06-09T21:02:35.133Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,982,49.898167,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.393Z,2024-06-09T21:02:35.393Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,1497,47.49499,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.055Z,2024-06-09T21:02:35.055Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,838,45.942722,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.568Z,2024-06-09T21:02:35.568Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,2274,42.39226,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.297Z,2024-06-09T21:02:35.297Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,2151,44.351463,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.480Z,2024-06-09T21:02:35.480Z
11320.58847,Influenza A virus A/PEFA/USA/24-005915-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/PEFA/USA/24-005915-001/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41019180,,SRR28752636,,2280,45.2193,2024,2024,North America,USA,PEFA,,,2024-06-09T21:02:35.656Z,2024-06-09T21:02:35.656Z
11320.58851,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,7,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,982,49.898167,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.073Z,2024-06-09T21:02:39.073Z
11320.58851,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,4,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,1675,41.850746,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.561Z,2024-06-09T21:02:39.561Z
11320.58852,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,8,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.400Z,2024-06-09T21:02:39.400Z
11320.58852,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,5,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,1497,47.49499,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.321Z,2024-06-09T21:02:39.321Z
11320.58852,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,6,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,1410,43.82979,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.722Z,2024-06-09T21:02:39.722Z
11320.58852,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,2,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,896,43.638393,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.480Z,2024-06-09T21:02:39.480Z
11320.58852,Influenza A virus A/cattle/USA/24-010327-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,3,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,1318,44.23369,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.970Z,2024-06-09T21:02:39.970Z
11320.58852,Influenza A virus SRR28834851,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010327-002/2024,,1,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100354,,SRR28834851,,2088,44.87548,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.802Z,2024-06-09T21:02:39.802Z
11320.58852,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,7,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,982,49.796333,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:39.886Z,2024-06-09T21:02:39.886Z
11320.58852,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,4,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,1704,41.842724,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:42.574Z,2024-06-09T21:02:42.574Z
11320.58852,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,5,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,1497,47.42819,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:40.053Z,2024-06-09T21:02:40.053Z
11320.58852,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,6,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,1410,43.90071,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:40.141Z,2024-06-09T21:02:40.141Z
11320.58853,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,3,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,1393,43.718594,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:43.040Z,2024-06-09T21:02:43.040Z
11320.58853,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,8,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:41.053Z,2024-06-09T21:02:41.053Z
11320.58853,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,2,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,1400,43.5,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:42.884Z,2024-06-09T21:02:42.884Z
11320.58853,Influenza A virus A/cattle/USA/24-010195-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010195-004/2024,,1,H5N1,2.3.4.4b,,,,PRJNA1102327,SAMN41100353,,SRR28834852,,751,45.80559,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:42.651Z,2024-06-09T21:02:42.651Z
11320.58853,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,982,49.796333,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:42.732Z,2024-06-09T21:02:42.732Z
11320.58853,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,1695,41.828907,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:43.120Z,2024-06-09T21:02:43.120Z
11320.58853,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,1497,47.56179,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:42.807Z,2024-06-09T21:02:42.807Z
11320.58853,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,1410,43.90071,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:42.963Z,2024-06-09T21:02:42.963Z
11320.58853,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:43.368Z,2024-06-09T21:02:43.368Z
11320.58853,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,2151,44.351463,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:43.200Z,2024-06-09T21:02:43.200Z
11320.58854,Influenza A virus A/cattle/USA/24-010071-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41100351,,SRR28834854,,2002,42.10789,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T21:02:43.285Z,2024-06-09T21:02:43.285Z
